,city,country,city id,lat,lon,temp,temp_max,humidity,cloudiness,wind speed
281,shingu,JP,1847947,33.73,135.98,20.3,20.3,93,100,2.77
282,liuhe,CN,2036033,42.24,125.72,18.34,18.34,88,0,2.07
283,belle glade,US,4376432,38.29,-91.72,29.52,30.56,54,1,2.1
284,kaitangata,NZ,2208248,-46.28,169.85,3.89,3.89,73,43,3.12
285,lavrentiya,RU,4031637,65.58,-171.0,9.99,9.99,78,99,1.32
286,catuday,PH,1717787,16.29,119.81,27.95,27.95,79,59,4.33
287,launceston,AU,2160517,-41.45,147.17,0.14,1.67,100,1,1.5
288,genhe,CN,2037252,50.78,121.52,16.01,16.01,92,100,0.88
289,moron,AR,3430545,-34.65,-58.62,14.62,16.67,58,0,1.0
290,kismayo,SO,55671,-0.36,42.55,25.44,25.44,71,100,9.86
291,lagos,NG,2332453,6.58,3.75,25.0,25.0,88,40,2.6
292,constitucion,CL,3893726,-35.33,-72.42,12.75,12.75,79,100,5.35
293,axim,GH,2303611,4.87,-2.24,23.75,23.75,86,5,2.91
294,acarau,BR,3408368,-2.89,-40.12,29.33,29.33,59,0,6.65
295,torbay,CA,6167817,47.67,-52.73,9.4,10.0,100,90,8.2
296,ondjiva,AO,3346821,-17.07,15.73,15.4,15.4,32,0,3.55
297,okato,NZ,2185763,-39.2,173.88,8.07,8.89,79,100,4.02
298,beringovskiy,RU,2126710,63.05,179.32,10.83,10.83,80,99,1.79
299,gigmoto,PH,1712961,13.78,124.39,27.45,27.45,83,27,2.99
300,takhtamygda,RU,2015707,54.1,123.57,20.57,20.57,67,99,1.77
301,barbate,ES,2521335,36.19,-5.92,28.3,31.11,48,0,10.3
302,roseburg,US,5749352,43.22,-123.34,27.13,27.22,42,1,4.1
303,kudahuvadhoo,MV,1337607,2.67,72.89,29.3,29.3,67,100,1.52
304,buchanan,LR,2278158,5.88,-10.05,27.0,27.0,74,75,2.6
305,kaseda,JP,1859964,31.42,130.32,21.0,21.0,83,90,2.1
306,stornoway,GB,2636790,58.21,-6.39,13.95,14.0,100,100,3.1
307,kundiawa,PG,2093059,-6.02,144.97,15.62,15.62,79,24,0.44
308,mangai,CD,2313084,-4.05,19.53,24.93,24.93,60,100,0.76
309,paraiso,CR,3622547,9.84,-83.87,26.28,28.0,54,20,8.7
310,san policarpo,ML,2451778,13.3,-4.9,27.46,27.46,67,100,4.77
311,novopavlovka,RU,2018896,51.22,109.21,8.62,8.62,80,0,2.25
312,vestmannaeyjar,IS,3412093,63.44,-20.27,10.0,10.0,93,90,11.3
313,rock springs,US,5269209,42.67,-89.07,25.9,26.11,61,75,1.9
314,port hedland,CD,212962,-7.03,29.76,23.36,23.36,44,0,3.8
315,davila,PH,1715335,18.47,120.58,27.67,27.67,75,100,1.91
316,cedar city,US,4850657,41.21,-92.53,27.17,28.0,58,1,2.1
317,kushima,JP,1895695,31.46,131.23,21.0,21.0,83,90,2.1
318,sembabule,UG,226361,-0.08,31.46,19.27,19.27,70,100,1.49
319,praia da vitoria,CV,3374333,14.92,-23.51,27.0,27.0,65,75,7.2
320,okha,RU,2122614,53.57,142.95,14.1,14.1,88,100,2.44
321,puerto del rosario,ES,2518207,36.59,-6.23,31.98,33.0,35,0,7.2
322,baker city,US,4315312,30.59,-91.17,30.67,33.0,74,90,1.5
323,tanabe,JP,1850708,33.73,135.37,23.33,23.33,90,100,2.38
324,kozelsk,RU,543348,54.04,35.77,14.0,14.0,93,63,2.0
325,svetlogorsk,BY,10722858,52.63,29.73,15.36,15.36,77,50,1.89
326,hofn,IS,2630299,64.25,-15.21,11.0,11.0,87,75,12.3
327,japura,ID,1642773,-0.32,102.35,23.13,23.13,97,1,0.58
328,marzuq,YE,72181,14.4,46.47,29.75,29.75,47,88,1.64
329,hecun,CN,1808747,36.53,114.11,24.02,24.02,65,64,3.19
330,emerald,AU,2167426,-23.53,148.17,5.81,6.0,56,0,3.1
331,voronovytsya,UA,689003,49.11,28.68,21.0,21.0,64,84,1.93
332,buala,SB,2109528,-8.14,159.59,26.13,26.13,81,100,3.88
333,mangla,PK,1171050,31.89,72.38,37.71,37.71,31,18,2.41
334,lakatoro,VU,2136697,-16.1,167.42,22.0,22.0,94,20,2.42
335,zhigansk,RU,2012530,66.77,123.37,16.24,16.24,96,100,4.57
336,stettler,CA,6156307,52.32,-112.72,20.96,20.96,68,100,5.74
337,carnarvon,AU,2074865,-24.87,113.63,18.0,18.0,100,75,7.2
338,puerto morazan,ES,2518207,36.59,-6.23,31.98,33.0,35,0,7.2
339,palembang,ID,1633070,-2.92,104.75,23.68,23.68,98,19,1.33
340,gladstone,AU,2165478,-23.85,151.25,12.0,12.0,69,0,2.1
341,sitka,US,5557293,57.05,-135.33,15.0,15.0,82,75,5.1
342,yuci,CN,1785974,37.68,112.73,22.0,22.0,83,75,1.0
343,porosozero,RU,506232,62.72,32.73,12.11,12.11,69,100,3.31
344,mareeba,AU,2158767,-17.0,145.43,10.3,11.0,81,0,1.0
345,bell ville,US,4673310,31.05,-97.47,35.66,36.67,44,1,5.1
346,bara,NG,2347758,10.37,10.73,26.21,26.21,75,100,3.57
347,kutum,SD,371745,14.2,24.67,27.06,27.06,46,41,6.04
348,progreso,MX,3521108,21.28,-89.67,34.05,35.0,55,75,3.6
349,oktyabrskiy,RU,515879,54.48,53.47,19.83,19.83,87,100,0.73
350,lazarev,RU,2123836,52.23,141.51,13.17,13.17,98,96,9.57
351,guilin,CN,1809498,25.28,110.29,26.0,26.0,88,100,1.0
352,katsuura,JP,2112309,35.13,140.3,19.64,20.0,93,75,5.1
353,luanda,AO,2240449,-8.84,13.23,23.0,23.0,83,40,4.6
354,camabatela,AO,2242885,-8.19,15.38,19.82,19.82,26,0,1.94
355,kenai,US,5866063,60.55,-151.26,15.28,16.11,71,1,4.1
356,wladyslawowo,PL,3081752,54.79,18.4,16.65,17.22,77,20,3.1
357,tursunzoda,TJ,1220301,38.51,68.23,28.0,28.0,32,20,5.0
358,keetmanshoop,NA,3356264,-26.58,18.13,15.0,15.0,24,0,4.1
359,brownsville,US,4676740,25.9,-97.5,34.39,35.0,52,75,9.3
360,sibolga,ID,1213855,1.74,98.78,24.23,24.23,83,96,2.02
361,khanpur,PK,1174167,28.65,70.66,38.2,38.2,31,52,6.98
362,corrales,US,5463237,35.24,-106.61,28.06,29.0,30,20,2.1
363,puno,PE,3931276,-15.83,-70.03,16.0,16.0,15,1,2.1
364,orocue,CO,3673536,4.79,-71.34,30.4,30.4,63,32,3.35
365,rawlins,US,5836068,41.79,-107.24,28.41,28.89,12,1,5.7
366,pangai,TO,4032369,-19.8,-174.35,25.0,25.0,73,40,7.2
367,talara,PE,3691582,-4.58,-81.27,22.0,22.0,78,75,4.6
368,somerset,US,5104759,40.57,-74.55,25.9,26.67,65,90,2.1
369,sao joao da barra,IN,1275117,20.51,76.21,23.36,23.36,88,60,7.5
370,erzin,TR,296852,36.96,36.2,27.22,27.22,85,0,2.68
371,muros,ES,3115824,42.78,-9.06,25.0,25.0,54,0,8.05
372,aswan,EG,359792,24.09,32.91,33.46,33.46,15,0,6.87
373,kodinsk,RU,1503037,58.69,99.18,13.47,13.47,93,100,4.17
374,mana,GF,3381041,5.66,-53.78,28.83,28.83,73,100,5.1
375,tiarei,PF,4033356,-17.53,-149.33,25.0,25.0,73,75,1.5
376,aitape,PG,2101169,-3.14,142.35,25.52,25.52,84,79,1.89
377,solnechnyy,RU,2016307,50.72,136.63,19.9,19.9,83,71,0.97
378,whitehorse,CA,6180550,60.72,-135.05,12.05,12.78,81,90,1.0
379,coos bay,US,5720502,43.17,-124.0,20.47,23.33,82,40,8.7
380,santa ines,PH,1688420,17.49,120.43,26.13,26.13,82,7,1.63
381,nador,MA,2541479,35.17,-2.93,25.0,25.0,78,40,3.6
382,caravelas,BR,3466980,-17.71,-39.25,22.12,22.12,80,100,5.72
383,buraydah,SA,107304,26.33,43.98,38.0,38.0,17,0,3.1
384,marivan,IR,97572,35.52,46.18,24.42,24.42,35,0,4.78
385,comodoro rivadavia,BR,3474501,-13.66,-59.79,31.53,31.53,21,0,1.73
386,denpasar,ID,1645528,-8.65,115.22,25.0,25.0,100,20,3.1
387,cayenne,GF,3382160,4.93,-52.33,27.0,27.0,83,68,4.29
388,san patricio,ML,2451778,13.3,-4.9,27.46,27.46,67,100,4.77
389,jacareacanga,BR,3397763,-6.22,-57.75,34.0,34.0,46,16,2.1
390,itoman,JP,1861280,26.12,127.67,27.4,28.0,88,75,4.6
391,atar,MR,2381334,20.52,-13.05,37.0,37.0,25,1,3.1
392,bambanglipuro,ID,1650434,-7.95,110.28,23.91,23.91,90,71,0.98
393,aljezur,PT,2271968,37.32,-8.8,29.44,29.44,48,0,2.95
394,port arthur,CD,212962,-7.03,29.76,23.36,23.36,44,0,3.8
395,coihaique,CL,3894426,-45.58,-72.07,0.0,0.0,85,90,2.6
396,san cristobal,ML,2451778,13.3,-4.9,27.46,27.46,67,100,4.77
397,mogadishu,SO,53654,2.04,45.34,25.33,25.33,76,100,8.8
398,baghdad,IQ,98182,33.34,44.4,39.0,39.0,17,0,4.6
399,monticello,US,5038045,45.31,-93.79,25.8,27.22,50,40,7.76
400,arteni,AM,616888,40.3,43.76,22.66,28.0,60,20,6.7
401,lisakovsk,KZ,1521315,52.54,62.49,22.51,22.51,53,0,3.9
402,ariquemes,BR,3665199,-9.91,-63.04,35.53,35.53,23,4,0.48
403,khetia,IN,1266746,21.67,74.58,26.29,26.29,85,100,5.76
404,praia,CV,3374333,14.92,-23.51,27.0,27.0,65,75,7.2
405,igarka,RU,1505991,67.47,86.58,7.95,7.95,87,0,7.14
406,batabano,CU,3567655,22.72,-82.29,28.94,29.0,70,75,1.5
407,wanning,CN,1791779,18.8,110.4,27.88,27.88,86,78,5.19
408,aktanysh,RU,583578,55.72,54.08,19.02,19.02,87,100,1.84
409,ligayan,PH,1706466,4.65,119.47,27.82,27.82,75,100,3.8
410,choachi,CO,3686441,4.53,-73.92,23.17,29.0,48,75,3.1
411,tapes,BR,3446880,-30.67,-51.4,10.72,10.72,89,100,7.3
412,youkounkoun,GN,2414055,12.53,-13.13,25.62,25.62,81,100,3.23
413,belen,TR,321572,36.49,36.22,27.0,27.0,69,0,7.2
414,bayan,CN,2038421,46.08,127.4,21.06,21.06,75,0,1.78
415,lagoa,PT,3372964,39.05,-27.98,20.24,20.24,78,56,5.56
416,matam,SN,2248752,15.62,-13.33,32.0,32.0,62,20,2.1
417,copiapo,CL,3893656,-27.37,-70.33,20.0,20.0,40,0,4.6
418,grand gaube,US,5539784,38.88,-109.5,33.0,33.0,17,1,3.1
419,inirida,CO,3671450,3.87,-67.92,31.23,31.23,62,100,0.63
420,leningradskiy,RU,2123814,69.38,178.42,5.22,5.22,90,74,4.89
421,sao filipe,IN,1275117,20.51,76.21,23.36,23.36,88,60,7.5
422,belaya gora,UA,712667,49.03,25.77,16.49,16.49,84,39,0.64
423,luena,AO,3347719,-11.78,19.92,14.55,14.55,34,0,3.21
424,sechura,PE,3691954,-5.56,-80.82,23.11,23.11,59,8,5.51
425,baherden,TM,162158,38.44,57.43,31.27,31.27,39,4,3.56
426,sabha,LY,2212775,27.04,14.43,32.9,32.9,17,0,2.99
427,ngama,TD,2427036,11.78,17.17,25.58,25.58,74,100,3.72
428,ziro,IN,1252668,27.63,93.83,15.66,15.66,100,100,0.38
429,bairnsdale,AU,2177233,-37.83,147.62,8.33,8.33,97,7,1.74
430,chapais,CA,5919850,49.78,-74.85,17.0,17.0,100,90,3.1
431,cervo,ES,3125287,43.67,-7.41,18.11,19.44,73,86,7.6
432,coron,PH,1716834,12.0,120.2,26.91,26.91,81,87,2.42
433,susanville,US,5572400,40.42,-120.65,31.14,32.0,11,1,3.6
434,marfino,RU,529368,55.7,37.38,15.21,16.67,93,75,5.0
435,zonguldak,TR,737021,41.25,31.83,17.48,17.48,96,98,0.79
436,ukiah,US,5404476,39.15,-123.21,26.23,27.78,50,1,1.5
437,laukaa,RU,533690,58.74,29.85,13.14,13.14,78,94,1.26
438,port augusta,CD,212962,-7.03,29.76,23.36,23.36,44,0,3.8
439,aasiaat,GL,3424901,68.71,-52.87,5.57,5.57,83,88,2.62
440,deputatskiy,RU,2028164,69.3,139.9,3.28,3.28,86,9,0.88
441,emba,KZ,609924,48.83,58.14,29.76,29.76,20,0,4.79
442,palmer,US,4946620,42.16,-72.33,26.02,26.67,47,75,3.1
443,lasa,IT,3175096,46.62,10.7,16.0,17.78,76,40,2.6
444,wamba,NG,2319257,8.93,8.6,22.77,22.77,91,72,1.72
445,grindavik,IS,3416888,63.84,-22.43,10.0,10.0,93,75,6.2
446,shestakovo,RU,2016733,56.49,103.96,7.85,7.85,83,0,2.24
447,port lincoln,CD,212962,-7.03,29.76,23.36,23.36,44,0,3.8
448,sulaco,HN,3601159,14.92,-87.27,32.19,32.19,43,94,1.97
449,yarmouth,US,4956335,41.71,-70.23,20.83,21.67,70,95,4.25
450,fort william,NL,2755862,52.65,6.39,17.96,19.44,84,60,1.56
451,san vicente de canete,ML,2451778,13.3,-4.9,27.46,27.46,67,100,4.77
452,belgaum,IN,1276533,15.87,74.5,20.51,20.51,93,100,4.53
453,haines junction,US,5846901,59.23,-135.44,14.21,15.0,77,75,4.6
454,kathmandu,NP,1283240,27.72,85.32,22.0,22.0,100,75,2.1
455,karonga,MW,235715,-9.93,33.93,19.06,19.06,68,0,5.34
456,karaton,ID,1630058,-6.34,106.1,25.76,26.0,83,20,2.6
457,lieksa,FI,648090,63.32,30.02,14.17,14.17,64,0,3.14
458,half moon bay,LR,2274895,6.38,-10.7,27.0,27.0,74,75,2.6
459,yambio,SS,363656,4.57,28.4,20.55,20.55,95,100,1.37
460,florianopolis,BR,6323121,-27.61,-48.5,17.95,19.0,55,40,5.7
461,nizwa,OM,286987,22.93,57.53,33.33,33.33,36,90,2.97
462,marsh harbour,GB,2654993,53.65,-1.81,17.41,17.78,82,40,5.1
463,gouyave,GD,3580279,12.16,-61.73,30.0,30.0,74,20,9.3
464,erenhot,CN,2037485,43.65,111.98,24.52,24.52,34,100,5.27
465,loding,NO,3147104,67.3,14.75,17.64,18.33,67,75,1.5
466,grand-lahou,CI,2288105,5.14,-5.02,24.12,24.12,82,0,4.72
467,goulburn,AU,2164837,-34.75,149.72,0.56,0.56,95,0,1.69
468,sungaipenuh,ID,1625929,-2.08,101.38,18.03,18.03,94,83,1.54
469,sioux city,US,4876545,42.73,-96.23,26.93,27.78,69,1,3.6
470,pimentel,PE,3693584,-6.84,-79.93,22.0,22.0,60,20,3.6
471,dukat,RU,2125906,62.55,155.55,8.47,8.47,92,100,2.58
472,arenal,CO,3689653,8.46,-73.94,35.12,35.12,45,23,1.0
473,imeni poliny osipenko,NG,2338840,7.32,5.96,22.1,22.1,95,99,2.28
474,mookane,BW,933290,-23.69,26.66,8.74,8.74,47,0,0.61
475,port hawkesbury,CD,212962,-7.03,29.76,23.36,23.36,44,0,3.8
476,kloulklubed,PW,7671223,7.04,134.26,26.81,26.81,81,100,3.12
477,vardo,NO,777019,70.37,31.11,13.0,13.0,82,40,2.6
478,pacifica,US,5380420,37.61,-122.49,16.68,20.56,68,20,2.6
479,yanam,IN,1252795,16.73,82.22,26.26,26.26,84,100,3.2
480,nanakuli,US,5851349,21.39,-158.15,26.24,27.0,69,1,2.1
481,bilma,NE,2446796,18.69,12.92,35.87,35.87,25,92,1.34
482,calama,CL,3897347,-22.47,-68.93,24.0,24.0,6,10,3.6
483,cognac,FR,3024439,45.5,-0.25,22.1,23.0,56,90,6.2
484,matara,LK,1235846,5.95,80.54,25.63,25.63,88,100,2.35
485,sweetwater,US,4174600,25.76,-80.37,32.77,33.33,59,40,7.7
486,agnibilekrou,CI,2293260,7.13,-3.2,23.89,23.89,79,79,0.57
487,turbat,PK,1163054,26.0,63.04,29.23,29.23,72,34,2.16
488,namtsy,RU,2019488,62.72,129.67,14.0,14.0,82,91,1.0
489,yadgir,IN,1252822,16.77,77.13,23.77,23.77,87,75,3.91
490,aykhal,RU,2027296,66.0,111.5,11.0,11.0,76,0,2.0
491,itarema,BR,3393692,-2.92,-39.92,28.59,28.59,62,0,7.06
492,gharo,PK,1178587,24.74,67.59,31.0,31.0,55,75,5.1
493,manta,EC,3654410,-0.95,-80.73,27.0,27.0,78,75,4.6
494,verkhnevilyuysk,RU,2013639,63.45,120.32,13.05,13.05,87,1,1.92
495,muncar,ID,1634718,-8.43,114.33,23.97,23.97,86,93,1.37
496,heishan,CN,2036959,41.69,122.11,22.54,22.54,85,50,5.87
497,banda aceh,IN,1277397,25.48,80.33,34.3,34.3,51,97,2.17
498,shitkino,RU,1492110,56.37,98.35,13.86,13.86,77,100,3.07
499,krasnyy chikoy,RU,541867,54.57,31.43,12.61,12.61,90,35,1.44
500,mys shmidta,RU,556146,62.06,48.62,16.1,16.1,93,10,1.47
501,orcopampa,PE,3933986,-15.27,-72.34,15.45,15.45,27,0,0.35
502,cascais,PT,2269594,38.7,-9.42,33.84,34.44,23,0,8.2
503,bandarbeyla,SO,64814,9.49,50.81,28.87,28.87,53,0,11.36
504,atherton,GB,2656847,53.52,-2.49,19.77,20.56,74,60,0.89
505,sioux lookout,US,4876545,42.73,-96.23,26.93,27.78,69,1,3.6
506,parati,BR,3455036,-23.22,-44.71,21.0,21.0,60,75,3.6
507,shubarkuduk,KZ,608271,49.14,56.49,30.04,30.04,19,1,5.14
508,kudinovo,RU,539885,55.0,36.25,14.0,14.0,93,99,2.0
509,tomatlan,MX,3981391,19.93,-105.25,34.7,34.7,50,99,3.82
510,sidney,AU,2147714,-33.87,151.21,11.35,12.22,79,90,0.45
511,ilebo,CD,215976,-4.32,20.58,23.77,23.77,69,4,0.72
512,coruripe,BR,3465329,-10.13,-36.18,23.99,23.99,82,81,5.97
513,bafoulabe,ML,2460755,13.81,-10.83,26.82,26.82,81,100,2.04
514,vila velha,PT,7117100,42.03,-8.16,30.0,30.0,41,82,3.13
515,lorengau,PG,2092164,-2.02,147.27,27.86,27.86,70,82,1.2
516,ahipara,NZ,2194098,-35.17,173.17,14.46,14.46,92,100,3.73
517,trat,TH,1605277,12.5,102.5,25.04,25.04,91,100,1.03
518,havelock,US,4470244,34.88,-76.9,29.85,30.56,77,99,2.24
519,cap malheureux,FR,2978758,49.27,-1.21,19.45,20.0,72,38,4.1
520,evensk,RU,2125693,61.95,159.23,10.56,10.56,94,100,1.84
521,sao felix do xingu,IN,1275117,20.51,76.21,23.36,23.36,88,60,7.5
522,zverinogolovskoye,RU,1484943,54.46,64.85,20.92,20.92,68,0,2.79
523,jiuquan,CN,1279945,39.74,98.52,21.92,21.92,32,98,6.63
524,pontianak,ID,1630789,-0.03,109.33,24.55,24.55,93,93,1.23
525,dudinka,RU,1507116,69.41,86.18,10.0,10.0,81,40,6.0
526,saint-louis,SN,2246451,16.33,-15.0,34.0,34.0,49,75,2.29
527,coahuayana,MX,4013679,18.73,-103.68,22.0,22.0,78,90,10.3
528,kysyl-syr,RU,2021017,63.9,122.76,16.43,16.43,89,93,3.0
529,rimouski,CA,6354895,48.45,-68.52,19.0,19.0,59,75,4.1
530,grenville,GD,3580236,12.12,-61.62,30.0,30.0,74,20,9.3
531,maloy,NO,3146487,61.94,5.11,16.15,17.0,72,75,9.8
532,eureka,US,5563397,40.8,-124.16,16.51,16.67,100,15,0.89
533,quelimane,MZ,1028434,-17.88,36.89,20.0,20.0,77,40,6.2
534,pacific grove,US,4402300,38.48,-90.74,30.02,30.56,58,70,0.45
535,mogoytuy,RU,2019892,51.28,114.92,14.4,14.4,79,100,5.47
536,roald,NO,3141667,62.58,6.13,15.9,16.67,72,75,5.7
537,cabedelo,BR,3404558,-6.98,-34.83,26.0,26.0,78,75,7.7
538,uberlandia,BR,3445831,-18.92,-48.28,26.0,26.0,34,20,5.7
539,luganville,VU,2136150,-15.53,167.17,22.0,22.0,94,20,1.35
540,astana,KZ,1526273,51.18,71.45,17.0,17.0,63,34,5.0
541,margate,GB,2643044,51.38,1.39,19.17,19.44,70,100,2.59
542,union,US,5105640,40.63,-74.27,25.06,26.11,64,75,6.2
543,nkhotakota,MW,924705,-12.93,34.3,19.11,19.11,54,68,7.13
544,beyneu,KZ,610298,45.32,55.2,31.31,31.31,19,100,4.43
545,halifax,CA,6324729,44.65,-63.57,17.04,18.33,77,75,3.1
546,alta floresta,NO,847633,69.97,23.27,17.29,18.0,63,100,3.6
547,uruzgan,AF,1131461,32.83,66.0,19.96,19.96,25,0,0.67
548,bowen,AU,2174444,-20.02,148.23,8.15,10.56,93,0,3.03
549,tornio,FI,634093,65.85,24.15,17.0,17.0,82,0,2.1
550,vryburg,ZA,942511,-26.96,24.73,6.87,6.87,43,0,3.53
551,jibuti,DJ,223816,11.5,42.5,36.0,36.0,30,75,2.1
552,port hardy,CD,212962,-7.03,29.76,23.36,23.36,44,0,3.8
553,barabai,ID,1650064,-2.58,115.38,23.11,23.11,91,100,0.28
554,sidi qasim,CF,2385535,5.08,19.88,22.05,22.05,95,100,1.44
555,mazagao,BR,3395042,-0.12,-51.29,34.0,34.0,56,75,3.6
556,namatanai,PG,2090021,-3.67,152.43,26.02,26.02,81,18,1.62
557,yangambi,CD,203717,0.81,24.43,23.24,23.24,84,100,1.12
558,nicolas bravo,HT,3728097,18.23,-73.82,30.51,30.51,60,8,3.53
559,omboue,GA,2396853,-1.57,9.26,22.87,22.87,87,100,3.61
560,koumac,NC,2140558,-20.57,164.28,18.01,18.01,65,21,1.43
561,prince rupert,CA,6113332,52.97,-108.38,22.0,22.0,60,1,3.1
